,text,label
585,"There's a part of me that would like to give this movie a high rating. Considering that it was made in 1953, this is a very courageous movie about transvestites, tackling the issue fairly seriously and sympathetically (and offering the viewer a lot of information on the subject) and trying very hard not to stereotype. The movie clearly makes the point that transvestites are not homosexuals, and that aside from wearing women's clothing they lead a relatively normal life. It deals with the pain of not being accepted in society - the plot revolves around a police officer (Lyle Talbot) desperately trying to understand the issue because of the recent suicide of a transvestite. So, you have to give everyone involved with this movie credit for taking on such a controversial (in the context of 1953) subject.<br /><br />Having said all that, I'm also sorry to say that this movie is absolutely dreadful. In trying to portray Glen/Glenda's (Edward D. Wood) pain, the movie falls into silly (and at times surprisingly - again given the era - sensual) fantasies that make the story very hard to follow. The acting is wooden at best. None of the dialogue comes across as real; the actors look and sound like people reading speeches written by others. And - worst of all - there was no point to having Bela Lugosi in this movie. This was another of the increasingly embarrassing roles this poor man took on in the latter stages of his career. ""Pull the strings; pull the strings,"" poor Lugosi's character (called The Spirit in the credits, but really coming across as more of a mad scientist) kept crying. And nothing he did really seemed to have much connection with the rest of the movie.<br /><br />For artistic merit, the movie doesn't really deserve much more than 1/10. However, for the courage involved in just putting it out, I'll give it a 3/10.",0
586,"After seeing the movie last night I was left with a sense of the hopelessness faced by organisations trying to tackle the problem the film portrays. The scale of the prostitution seems so large that it's hard to see how it can be defeated without major governmental changes in Cambodia.<br /><br />Anyway, on with the review.<br /><br />Although it is a sombre movie with an uncomfortable central relationship this is a very compelling film, and I'd even go so far as to say it was enjoyable. The film was well edited for the running time and the performance by Thuy Nguyen was excellent. I also felt Ron Livingston played a very difficult role well.<br /><br />It would have been nice to have a little more insight into why Patrick feels he has to help Holly, but maybe the reason is a simple as he explains to Chris Penn's character. I won't explain it here - go see the movie.<br /><br />This is a good, thought-provoking film with obviously good intentions. I hope it gets a wide enough release to reach a decent sized audience and gain more support for the K-11 Project.",1
587,"Brilliant movie. The drawings were just amazing. Too bad it ended before it begun. I´ve waited 21 years for a sequel, but nooooo!!!",1
588,"This movie displayed more racial hatred of Jews by David Mamet than I have<br /><br />have ever encountered in an American film. The sterotypes are so over the top that my ability to continue watching died. I was so disappointed at Joe<br /><br />Mantegna calling a bunch of men ,sitting in a New York Jewish center cleaning weapons ,heros that common sense prevailed and I stopped. I am deeply<br /><br />disturbed at the concept that Jews are not Americans and ""different"". I suggest that Mr. Mamet is one of the causes of hatred not a healer of same.",0
589,"I picked up this movie for $5 dollars at a discount book store, Adam Sandler is a awesome actor and i figured it would be a good movie, well, it wasn't. There was absolutely no story line at all, bad jokes, and the other comedian said ""The F-Word"" every other word he said,cursing usually dosen't bother me but this was over the top. And even worse than the lack of story line was the parts when Sandler would just begin talking into the camera at random parts in the movie, it reminded me of Dora the Explorer when they turn and look at the screen and ask you questions. And last of all is when they would randomly put in Bikini shots of girls at random times in the movie. In my opinion, Don't buy this movie, its a waste of money",0
590,"Although I have definitely read this particular Agatha Christie book at some point, I didn't remember anything about it except the name ""Abernethie"". Which is a good thing, because seeing this story unfold without knowing how it will play out allowed me to appreciate once more the sheer GENIUS of Agatha Christie: the way she misleads you and then pulls the rug out from under your feet is the main reason for her success and timelessness. In addition to her stories, the excellent production values, beautiful locations, wonderful music, top-notch acting, elegant directing, etc. are the reasons for this series' success and timelessness - and all those virtues are present in ""After the Funeral"". A word of advice: be alert right from the start - there are clues dropped all over the place even in the opening sequence! There are some quite unnerving moments as well, in contrast to the peaceful-looking English-countryside locations, and some small touches of humor. A must-see for mystery buffs, and just a very good film in general. (***)",1
591,"I can't believe that so much talent can be wasted in one movie! The Gingerbread Man starts of on the right foot, and manages to build up some great expectations for the ending. But at some point the movie turns into one of the worst stories I've ever wasted my time on. It's just so unbelievably how the bewitched Mallory Doss manages to pull Kenneth Branagh's character around by his nose. The movies climax is as uninteresting and flat as a beer, which has been left out in the sun too long. The Gingerbread Man is probably the worst Grisham-movie ever and this isn't changed by the fact that talented stars crowd the movie. Don't waste your time here!",0
592,"Very good film. Very good documentary.<br /><br />Very good to see those vermin detectives humiliated and found out as the bigoted, narcissistic, heartless swines their one eyed parents, community and environment raised them as.<br /><br />I tip my lid to Pat McGuinness. Can we get this decent human being on some kind of 911 commission or investigation? We need his integrity, endurance, intelligence, clarity and spirit fighting the rigged game that is world politics and big business.<br /><br />All the animals come out at night - whores, skunk pussies, buggers, queens, fairies, dopers, junkies, sick, venal. Someday a real rain will come and wash all this scum off the streets. Pat McGuinness should be the first drops of that real rain. The people who control this earth are animals. They need to be drowned.<br /><br />I'm just in shock. Walking the night is scary business. The inhuman howling and cackling is of detectives, in Murder On A Sunday Morning. In Pat McGuinness' blazing spotlight, they look horribly caught, horribly guilty, and ready for a just and horrible drowning.<br /><br />It is exceptionally satisfying, in a world in which the punters play a rigged game, to see justice done and to see every narcissistic felon drown like the pathetic human rats they are.<br /><br />How does it feel you railroading, abominable, snaky fingers of the law? How does it feel to have your rigged prosecution, your rigged confession, your rigged detective work found out for what it really was? How does it feel? <br /><br />I hope it twists like a knife you miserable, one eyed nothings.",1
593,"Saw this movie the first time while drunk at a motel in Canada. While flipping through channels came across the Easy Lube part. My friend kept flipping but I told him to go back. Something about the name easy lube just didn't sound right. Watched the rest of the movie it was pretty damn funny. Jotted down a couple of names from the credits and got home to look it up. Turned out to be Chevy Chase's first movie. I didn't remember him in it. Didn't remember much about it, so I rented it and gave it a second veiw. It's pretty funny and quite graphic. It's just like Kentucky Fried Movie except not as funny. Love the fingers, easy lube, and I'm da f**kin' president parts. Dealers skit is pretty cool too. I give it a 6.5 or 7 out of ten",1
594,"Rendition presents a very topical matter in the form of a very tense thriller. It's a gripping, and not a preaching, movie. Seeing it in an Arab country with a mixture of Arabian and European audience gave it an extra level of atmosphere. The audience was totally gripped by the film and gave it a loud applause afterwards. The story of an Egyptian, married to an American, picked up on the suspicion of links to terrorist organizations and shipped to a friendly (with US) Arab country for ""enhanced interrogation (as Meryl Streep's character states in the film: ""we have no torture in the US"") seems to be from the front page of todays news. There is a very neat link between the various characters which appear in the movie and the pace of the film never drops. The movies'message seems to be (as stated by Jake Gyllenhal's character in the film) that by abducting and torturing suspects you create many more terrorists. The acting is uniformly excellent with Streep and Reese Witherspoon the stand outs. Not to be missed.",1
595,"I remember this bomb coming out in the early 80's. At first it sounded like a great idea. A retelling of an American classic with the help of modern movie techniques of the day. There was a bit a of a back lash over the treatment of the original ""Lone ranger"", Clayton Moore. The movie studio had threatened legal action if Moore continued portraying him self as the real lone ranger. (Moore was performing at children's hospitals as the Lone ranger for sick kids.) To many Americans Clayton Moore was just that the; the one and only lone ranger. I had always felt that the studio could have done justice to both the fans and legacy of the lone ranger if Moore had been treated better. Maybe even a cameo in the new movie. How ever this was not the case, and many of the viewing public stayed away in droves. Also the story and acting were weak. All this added up to a big box office bomb, and rightly so. I personally I'm glad the studio lost big money after the way the real Lone ranger was treated. You don't treat an American icon that way.",0
596,"this is an honest attempt to make a bewitchingly sweet love story. the obvious inspiration behind the successful TV series ""Bewitched,"" this lovely sweet rom-com is a timeless treasure. the comparisons are obvious. jimmy stewart plays a hapless but stolid ""straight."" kim novac plays a voluptuous blond witch who captures him through the use of a love spell. but when that spell is broken by a stronger witch, she contents herself with the duties of running her own shop and takes comfort in the fact that her beloved pyewacket (her feline familiar) is being cared for by her beloved aunt. you'll recognize the aunt from ""Murder by Death."" this movie is fun and touchingly sweet, bearing some spectacular wit and a nice witchy feel. worth a look.",1
597,"What do I say about such an absolutely beautiful film? I saw this at the Atlanta, Georgia Dragoncon considering that this is my main town. I am very much a sci-fi aficionado and enjoy action type films. I happened to be up all night and was about ready to call it a day when I noticed this film playing in the morning. This is not a sci-fi nor action film of any sort. Let me just start out by saying that I am not a fan of Witchblade nor of Eric Etebari, having watched a few episodes(his performance in that seemed stale and robotic). But he managed to really win me over in this performance. I mean really win me over. Having seen Cellular, I did not think there was much in the way of acting for this guy. But his performance as Kasadya was simply amazing. He was exceedingly convincing as the evil demon. But there was so much in depth detail to this character it absolutely amazed me. I later looked it up online and found that Eric won the Best Actor award which is well deserved considering its the best of his career and gained my respect. Now I keep reading about the fx of this and production of this project and let me just say that I did not pay attention to them (sorry Brian). They were very nicely done but I was even more impressed with the story - which I think was even more his goal(Seeing films like Godzilla with huge effects just really turned me off). I could not sleep after this film thinking it over and over again in my head. The situation of an abusive family is never an easy one. I showed the trailer to my friend online and she almost cried because it affected her so having lived with abuse. This is one film that I think about constantly and would highly recommend.",1
598,"This extremely low-budget monster flick centers around a group of mine surveyors exploring an abandoned gold mine in order to see if its worth reopening. They get trapped after a cave in and find they are at the mercy of a strange, slimy creature which seems bent on knocking them off one at a time. The word that most came to mind as I watched this movie was 'desperate'. The script and acting is terrible, the stop-motion monster effects were unintentionally funny, and since the bulk of the movie takes place underground lighting the sets convincingly looked like a logistical nightmare. All that being said however for some reason I felt this movie failed not from lack of effort, but maybe from either a lack of budget, experience and/or lack of creative inspiration. The whole thing came off like it was either a college project or a first film made by amateurs, I have a certain amount of affection for films like that even when they completely miss the mark. I guess what I'm saying is I give it an B for effort and a D- for actual results, not insultingly bad as some low-budget monster movies I've seen but still not worth seeing unless you have a LOT of free time on your hands. I'm voting it a 4.",0
599,"Like all Carnosaur movies, this is a joke. The way the dinosaurs move, reminds me of when my sister plays with her dolls, because they cannot be any stiffer or more fake-looking than they were.<br /><br />The plot had no sense whatsoever. I mean, first they're on a bus, then in a warehouse then, all of a sudden, they're on a boat. And let's be serious, does it make sense that a couple of dinosaurs can stay together on a van, or on a ship? I thought dinosaurs were the biggest animals, and now they can fit on a moving van. It sounds stupid even when you think about it.<br /><br />The only reason for which I gave this a 3, is because it's still entertaining. I found it better than the first one (haven't watched the second yet). Just, don't rent it. I saw it on TV and it's a good thing I did because I wouldn't have wanted to waste money renting it.",0
600,"""Ally McBeal"" was a decent enough show, but it was very overrated. The characters become boring after a while and the jokes begin to fall short.<br /><br />I think it chose an appropriate point in time to leave - it was starting to outstay its welcome.",0
601,"This tale of the upper-classes getting their come-uppance and wallowing in their high-class misery is like a contemporary Mid-Sommerish version of an old Joan Crawford movie in which she suffered in mink. Here, people behave in a frightfully civilized manner in the face of adversity. A well-heeled London solicitor, (Tom Wilkinson), discovers that not only is his wife having an affair with the local gentry but that she has also killed their housekeeper's husband in a hit-and-run accident. He throws up, but otherwise his stiff-upper-lip hardly quavers.<br /><br />Written and directed by Julian Fellowes, who won an Oscar for writing ""Gosford Park"", (this is his directorial debut), from a novel by Nigel Balchin, it's quite comical although I am not sure how much of the comedy is intended. It's like a throw-back to British films of the forties where characters all behaved like characters in books or plays rather than like people might in real life. However, it's not all bad. Wilkinson is terrific, even if you never believe in him as a person while Emily Watson, (the adulterous wife), and Rupert Everett, (the highly amoral high-class totty), are both very good at covering the cracks in the material. Tony Pierce-Roberts' cinematography ensures that no matter how hard it is on the ear it's always good on the eye.",0
602,"I am very disappointed with ""K-911."" The original ""good"" quality of ""K-9"" doesn't exist any more. This is more like a sitcom! Some of casts from original movie returned and got some of my memory back. The captain of Dooley now loves to hit him like a scene from old comedy show. That was crazy. What's the deal with the change of Police? It seems like they are now LAPD! Not San Diego PD. It is a completely different movie from """,0
603,"I remember seeing this movie when I was about 7; and at the time it shocked me. I had seen a violent movie before, but I never saw a movie with the consequences and reality of violence. This movie not only shows this, but it also shows how people can change their lives and choose happiness. What this movie did and crash failed to do was to be truthful. Crash tried to show how racism was bad (and Crash actually had a built-in anti Asian bias) and to come at it from a morally superior position. Grand Canyon came at things from such a raw and real perspective that it actually ends up on a higher ground than crash. Especially when you compare the endings. The ending of crash is this supposedly neat little ending that ties everything up. While Grand Canyon simply ends on a quiet note, where you know nothing much will change in the character's lives but that's because life just goes on too, there's no suitable ending. No matter how good...bad you are. There is no ending of a chapter to begin another.",1
604,"A throwback to the ""old fashioned"" Westerns of the 30s and 40s (such as DODGE CITY), DALLAS has a number of things going for it: Gary Cooper at his coolest, blazing Technicolor photography by Ernest Haller (GONE WITH THE WIND) and a pulse-pounding Max Steiner (KING KONG, GWTW, DODGE CITY et al.) score. In addition, there is a masquerade, mistaken identity, a faked death and more hair-breath escapes than a Republic serial. As always, Cooper defines what it is to be a man under pressure. Forget the 50s angst Western... this is pure entertainment!",1
605,"I never saw any of The League's work until early last year - although when channel hopping one night I caught the end of one the series three episodes. But last winter I fell in love with the show and its dark, eccentric and sometimes downright sinister characters. So when I learnt they had made a film in which the show's lovable creators met their own characters, I couldn't order the DVD fast enough and near on tore it from my postman's hands when he delivered it. I was so excited to see what the Gents had done and how they'd done it.<br /><br />And it was excellent! From the beginning where Jeremy (Michael Sheen) is terrorised by Edward, Tubbs and Papa (Dyson, why didn't you play yourself? He's perfectly capable as viewers of the infamous Highgate House of Horrors know!), to Bernice berating yet another one of her flock, to Geoff, Herr Lipp and Hilary discovering that THEY are characters, which is a great scene. The scenes set in 1690 are very enjoyable, with the Gents turning their hands to yet more characters and an all new plot. David Warner's turn as Doctor Pea is fantastic, slightly camp and very funny.<br /><br />The League have always been brilliant at blending humour with sadness and emotion - and the climax of this film, where Herr Lipp is struggling with the idea that he and the other Vasey residents are just fictional people who will never be able to change who they are or their purpose - and to witness how it's breaking him down, is really sad and beautiful to watch at the same time and that really shows the Gents' talent - something for which they are terribly overlooked for to this day.<br /><br />And then you have that rather clever ending - where you sit in wonder - with Joby Talbot's beautiful theme music playing. And you know you've enjoyed a very clever and funny film.",1
606,"Malcolm McDowell diagnoses Megan Gallagher's daughter and she as having a form of illness, when they believe they are seeing ""The Huldre"", troll-like creatures which live with ""the rocks and the roots"" (to quote the movie).<br /><br />Basically a family moves into an older house, which has a smaller doll-house in the backyard. The daughter (well played by Sofia Vassiliova) starts to befriend the creatures, until they become vindictive. The family cat also disappears.<br /><br />There are a few good scenes with Megan Gallagher (""Millennium"") and Malcolm McDowell as the psychiatrist. There is also something strange which occurred to one of McDowell's patients.<br /><br />If you enjoy this type of story, you may also like ""Bad Ronald"", which had a similar odd theme, and the house is haunted by bad Ronald (Scott Jacoby) only that movie is from the 70's. 7/10.",1
607,"And that goes especially for lawyers & cops. Puerto Rico,which boasts of a small,but potent film production firm,brings this multi layered tale of corruption,due to the on going drug cartel that starts in South America,makes a pit stop on the island commonwealth,and then northbound into North America. Steven Bauer,the most recognizable face on screen here,leads a cast of top notch actors,in a story of ""can you spot the only respectable face in the crowd?"". Ricardo Mendez Matta moves up from directing mainly action adventure fare for American television,in a screenplay written by Matta,along with Poli Marichal. The rest of the cast (Elpidia Carrillo,Magda Rivera,Jose Herredia,Luz Maria Randon,to mention a few)turn in oh so fine roles,in a film that will keep you wondering ""is there any respectable characters here?"". Spoken in Spanish with English subtitles. Rated 'R' by the MPAA,this film contains outbursts of vulgar language,brief flashes of nudity,adult content & violence,some of which is quite lurid.",1
608,Half the reviews were good so i took a chance for $10. Sure Priscilla Barnes had some sex talk but it wasn't much. The whole plot later that she may be the other actress mother & the documentary maker falling for the young woman is stretching it. Its not funny its not that raunchy its not much of anything but a waste of time. Boogie Nights was based on real people that were in the adult industry this is based on nothing that ever happened in the industry. It could have shocked with whats popular today in adult films mocking todays gonzo videos and that big orgy that they had 5 minutes to shoot what a joke a bigger orgy has been done bigger & better decades ago in the early 1970s.,0
609,"Reading a wide variety of ""Scoop"" reviews over the past few days, I walked into the theater prepared for a subpar outing from Woody. Happily, I couldn't have been more wrong. Granted, Woody the performer is slowing down a touch or two, but Woody the writer/director is in fine form - and found a credible way to integrate his 70-year old self into the story. Judging from the laughter and guffaws, the audience ate up Allen's one-liners and dialogue in a way that I haven't seen in several years. <br /><br />In a movie landscape dominated by software-approved story arcs, twentysomething tastes and assembly-line formula fare for kiddies, it's a source of both satisfaction and inspiration to see Allen pursuing his highly personal and still-rewarding path.",1
610,"Domestic Import was a great movie. I laughed the whole time. It was funny on so many levels from the crazy outfits to the hilarious situations. The acting was great. Alla Korot, Larry Dorf, Howard Hesseman, and all the others did an awesome job. Because it is an independent film written by a first-time writer, it doesn't have the clichés that are expected of other comedies, which was such a relief. It was a unique and interesting and you fall in love with the characters and the heart-warming story. I heard it was based on a true story? If so, then that is hilarious (and amazing!). I highly recommend this movie.",1
611,"The horror of this made for TV film was that it didn't end with this one. It spawned a regular weekly series that was even worse than the pilot/movie. Most films about various professions have some type of realism to them and of course are jazzed up to make it exciting. This had none of that. If the intent was to make in ""Camp"" then it succeeded. It resurfaced on cable a couple of years ago and failed again. Richard Jaeckels performance as the Master Chief who does it all was the only redeeming part of this film. Campier than the Batman series of the 60's.",0
612,"Bad, bad, movie, so bad it is worth watching. As long as you watch this movie knowing that it is bad and you'll be spending 2 hours of your time watching a bad movie, it's worth it. The special effects are cheesy and the animals look fake and the acting is bad, but watching the faces of the actors as they try to look frightened is just very funny. If your sister is about to be eaten by a giant komodo dragon wouldn't you do a little something to try and save her? If she did get eaten wouldn't you fall on your knees crying your heart out? This guy just sat in a chair and ran his fingers through his hair. How anti-climatic is that? Maybe he was supposed to be in shock or something. He does join his sister in the komodo's belly - oh didn't mean to spoil it for you.",0
613,"My father has worked with top secret information in the DIA before and he is the one who mentioned this movie to me. When I was a kid I would always ask him what would happen if he gave away secrets and he recommended this movie.<br /><br />In the movie it really puts 2, almost completely different FRIENDS! in a tangle they never really knew what the outcome would really be. The snowman, Daulton really cracked me up because the movie portrayed him as just some drug pusher that did not know what he was arguing about, and in the movie it seemed like he got the worst of everything. The falcon, Chris is just a guy that wanted to express his feelings on U.S government in a very radical view.<br /><br />For movie lovers this is a must see!!!",1
614,"This was basically an attempt to do the same thing with ""Batman"" that was done with ""Gilligan's Island"" in ""Surviving Gilligan's Island."" For those of you who missed it (and shame!) ""Surviving Gilligan's Island"" (full title: ""Surviving Gilligan's Island: The Incredibly True Story of the Longest Three Hour Tour in History"") was a special from a few years back, where Bob Denver (""Gilligan""), Dawn Wells (""Mary Ann"") and Russell Johnson (""The Professor"") related the story of the show's creation, cancellation, rediscovery & rebirth. Along the way, stories were dramatized with actors portraying the original cast and crew. It was very well done. It was funny, well cast and came across as a genuine document of the show.<br /><br />""Return to the Batcave: The Misadventures of Adam and Burt"" is in a similar style. The re-telling of the history of the show, the re-enactments, the general feel are all the same. What's missing is the straightforward approach that ""Surviving"" took.<br /><br />In ""Return"", Adam West and Burt Ward both receive invitations to a car show to which they were not meant to be invited. After being allowed to stay, Adam and Burt witness the theft of the centerpiece of the show: the legendary Batmobile! Adam and Burt decide to chase after it themselves, leading them through clues that cause them to think about the history of the show. This eventually leads to the revelation of who stole the Batmobile and why.<br /><br />Choosing to use this conceit (actually having a plot) is the biggest letdown of this show. Unlike ""Surviving"", ""Return"" forces the viewer to follow a less interesting storyline (the theft of the Batmobile) instead of focusing all its attention on what the audience would most be interested in (the history of the show.) It is the historical sections that work the best. The casting (as in ""Surviving"") is excellent. Jack Brewer (""Adam West"") and Jason Marsden (""Burt Ward"") capture the feel of the actors without looking *too* much like them. Brett Rickaby (""Frank Gorshin"") bears a stronger resemblance to his subject, but captures none of the late Gorshin's charm, only his characterizations. Other actors' portrayals are short and functional, with none standing out as especially good or bad. Many of the stories have been told before, but they mostly play out amusingly, with only the occasional clunky presentation. Another wonderful bit from the historical sections was the use of audition footage of Lyle Waggoner's tryout for the part of Batman. The only place where the flashbacks fail is when they insert obviously made up plot points to advance the main story. This downgrades the accuracy of the flashbacks needlessly.<br /><br />The ""main plot"" (if that is what we must call it) is, of course, ludicrous. This is not really a fault in and of itself, but it's just not carried off well enough to cover up the shortfall. Strong performances and good writing can make up for a silly plot (especially in these kinds of things) but we really get neither, here. The performances by West and Ward seem somewhat flat (even for them); the dialog too carefully written for it to feel natural. Again, I think the comparison to ""Surviving Gilligan's Island"" can be seen in that the dialog is mostly just there to set up a flashback. In ""Surviving"", that's all it intends to be. In ""Return"" it tries to do double duty and, unfortunately, often fails. Gorshin and Newmar do well (although I agree with others that Gorshin had not aged well and that Newmar had - and what's Waggoner taking to look that good?) but aren't given enough to do. Again, I think they all would have been better served by a more straightforward presentation than the one chosen here.<br /><br />Another odd point about ""Return"". This special is about the ""Batman"" TV series and its history, yet all the clips shown are from the theatrical movie. Even the Waggoner footage is technically movie footage. If you know you're ""Bat-history"", then you know that the movie was originally planned to be made first, only to be delayed in favor of the TV show when CBS needed to fill time fast. So when Waggoner and West were testing for the role, it was for the movie, not the TV show. Why ""Return"" only uses movie footage is unclear. It most probably has to do with rights issues, but it is a distinct distraction to those in the know: seeing Julie Newmar in the present, but only footage of Lee Meriwether as Catwoman in the past.<br /><br />Overall, I liked the show, mainly for the flashbacks. I would have preferred the style used in ""Surviving Gilligan's Island"", but I can understand why they'd want a more story-oriented piece given the subject matter. Besides, I like these people. It's nice to see them out and about, still having fun with one of the great pieces of entertainment history. I just wish they had done it a little better and when more of the original cast was still alive to be there.",1
615,"The Falcon and the Snowman is based on a true story. Christopher Boyce, and Andrew Daulton Lee, (the titular traitors,) played by Timothy Hutton and Sean Penn, received their code- names from the KGB. Why? Boyce was an avid falconer and Lee was a coke head. The movie is based on a true story. It's based on the book of the same name. Another reviewer asked what was their motivation? Disillusionment it ain't. Ideology it ain't. (Pardon my bad grammar,) but I'm making a point here. What was it if it wasn't disillusionment or ideology? In a word, greed. By the time of the Boyce-Lee case, money became the great motivator and not ideology. Don't believe me? Then look at the Walker Family Spy Ring which was broken in the late '80s. Three spies did the worst damage to our national security in the '70s and '80s. John Walker, who began his career as a spy in the '60s, Christopher Boyce, and Andrew Daulton Lee. All three sold out this country for thirty pieces of silver. If you aren't familiar with that phrase, I suggest you read the Bible.",1
616,"***SPOILERS*** ***SPOILERS*** Packed with memorable moments (such as the quote above, immortalized by Primus), Deliverance tells the story of four guys who take a trip to the wild woods to go white water rafting and get away from the big city for a while only to find that their fun soon takes a bad turn. This is not a Hollywood film. There are virtually no special effects whatsoever, the setting is extremely realistic, and nothing at all is sugarcoated or made pretty. The city boys look like city boys, and even the tough guy Louis, portrayed with precision by Burt Reynolds, is clearly at the mercy of the wild on this trip. This is a perfect example of a what-if film. What if a few friends went river rafting in an area of the woods that none of them were familiar with, and ended up desperately trying to avoid being tried and convicted for murders that they were forced to commit to save their own lives?<br /><br />There is clearly a very strong element of the film that deals with societal and class structure and the relationship (or lack thereof) between rural and urban peoples. When the four guys arrive in the woods early in the film, they clearly do not quite know how to interact with the people who live out there, and they speak to them as though they are unsure whether they will understand or be able to communicate. This communication block is most memorably illustrated in the dueling banjoes scene, in which they are trying to gas up the car and truck and get someone to drive the vehicles downriver for them. While Drew and the obviously inbred and probably mentally deficient boy on the porch are dueling with their guitar and banjo (one of the best scenes in the film), Louis is having some difficulty buying the gas, and Bobby makes a comment about genetic deficiencies and how pathetic it all is. When the boy turns away from Drew, who had offered to shake his hand after their stupendous jam session, Bobby tells him to give the kid a couple bucks, knowing that none of them are quite sure how to react.<br /><br />This is the kind of thing that we see in Deliverance that sets up so much of the tension that is to follow. This great scene where a lot of fun was had (including the funniest 'redneck dancing' scene until O Brother, Where Art Thou?) ended with everyone awkwardly unsure what to do around each other. These people are apples and oranges, and they live by completely different rules of life. The people that Louis, Bobby, Drew and Ed encounter in the hills grew up separated from modern society and modern laws, and live by the rules of nature, which do not include thou shalt not kill. Confused by their awkward behavior, the four friends set out on the river, hoping for the weirdness to end and for the adventure to begin.<br /><br />(spoilers) When they are briefly separated from each other and Ed and Bobby run into the hillbillies beside the river who quickly turn unpleasant, the uncertainty about the way that these people live - which was established by the scene above - comes into play to create the most tension during the scene. I think that a good sign of a quality thriller like this is that the tragic element of the film, namely the assaults and actual murders, takes up a very small amount of screen time but remain some of the most memorable parts of the film. There is no gratuitous violence here, it's all there for an obvious purpose and it achieves a startlingly powerful effect.<br /><br />The move is about the violent clash of two very different kinds of people, and what can happen when they inadvertently find themselves at war with each other. The trip down the rest of the river after the assault, which takes up the majority of the film, delivers some spectacularly effective tension, and keeps you on the edge of your seat while not bombarding you with so much happening that you become numb. It is surprisingly effective when we find out that Ed may very well have killed the wrong man up there on the cliff, and the tension in the film doesn't even let up when the three surviving members of the team reach the bottom of the river, because they deliver a questionable explanation to the police about what happened up there on the river and why the deputy's brother-in-law is missing.<br /><br />This is a very disturbing film, which is a testament to its success, because it's pretty obvious that a film like this is meant to shake people up a little bit. The hillbillies are the human (i.e. more realistic) version of the sub-human rednecks seen in childish but fairly similar films like Gator Bait and Gator Bait 2, neither of which could possibly ever be compared to a timeless film like Deliverance. When we follow these four men through their fateful weekend in the woods, the natural element is so real and we get to know the men so well and in such a subtle fashion that it's almost like we, as individuals of the audience, are really a fifth member of the team. It's not often that a film is able to come across that way.",1
617,"I cried my heart out, watching this movie. I have never suffered from any eating disorder, but I think this must be a very true picture.<br /><br />Alison Lohman is excellent! She expresses these feelings amazingly well. My teenage years came back to me so vividly. Anyone who has gone through difficult times as a child or teenager will be able to relate to this movie. I recommend you all to see it!<br /><br />The music is great too - I've now discovered Diana Lorden.<br /><br />I'm also looking forward to seeing Alison Lohman in White Oléander, because I am positive she is perfectly suited for the role as Agnes.",1
618,"this was the most pointless film i have ever seen as there was no plot and the actors did not seem to care. 90% of the film had absolutely no plot whatsoever, i laughed so much my ribs began to ache. the bit where the old men when to capture Robert Duvall was ludicrous. on a directorial level making a noir film does not involve lots of raining sequences and pointless closeups on the main character. this is a failed attempt to create a noir thriller and instead alienates the viewer with incoherent scenes. seeing as this was based on a 'manuscript' by john Grisham i do not count this as one of his book to film adaptations as it displays none of the suspense and engaging storyline as films such as 'the firm' or 'the rainmaker'.",0
619,"Stripes, an army training camp comedy starring Bill Murray and directed by Ivan Reitman, is a favourite of mine. Meatballs, a summer camp 'romp' starring Bill Murray and directed by Ivan Reitman, is a complete waste of time. It takes a considerable effort for four screenwriters to produce a movie (the word 'comedy' infers a work with mirth aforethought) as witless, anaemic and boring as this.<br /><br />Murray evidently reached the same conclusion during filming, but his usually reliable powers of improvisation escape him and his flailing attempts to inject life into proceedings just add to the embarrassment - the ""It really doesn't matter"" chanting scene is excruciating. It doesn't help that the supporting cast is bereft of talent - the funniest thing about them is their hair, but then Meatballs was made in 1979. (""And introducing Chris Makepeace as Rudy"" announce the opening credits. No, not THE Chris Makepeace?!).<br /><br />Mercifully, Reitman rectified his mistake two years later for Stripes. Murray's shtick is so much funnier when he's larking around with the likes of John Candy, Warren Oates and John Larroquette. Ditch this and watch that.",0
620,"I must say, I thought I had seen it all. I am an extremely jaded movie buff. This movie didn't shock me, by any means. I'm way past that point. But it did take me to certain emotional places I didn't know I could go to. I had no idea I could ever find (ick) the idea of beastiality erotic. Never never never. Ever. Ever. But there you go. He did it. I have to give the director credit. He pulled it off.<br /><br />For the first 40 minutes this movie is a TOTAL bore. We start off with some very explicit footage of two horses having sex. After five minutes of this I started wondering if buying this movie wasn't a mistake. Then an old guy in a wheelchair talks to some other old guy about two people getting married. Then some nervous guy shaves. Then we see (briefly) a hot chick getting it on with a butler (but this is very brief). At this point I was cursing the movie out loud while trying to stay awake. In fact, I fell asleep at about the 40 minute mark and forced myself to finish it the next night.<br /><br />We finally get the good stuff when a girl (who knows who she is, or who anyone is in this movie) has a dream about a Victorian-era gal being ravaged by a beast-thing in the forest. The scene goes on for quite some time and is really the meat (heh-heh) of the whole deal. It's beautifully shot, superbly edited, and does deliver the goods. They do try to wrap up the plot at the end and it sort of makes sense but sort of doesn't either. Oh well. I would definitely recommend this film. The first 40 minutes made me want to shoot myself (and my TV) but the last 50 minutes totally redeems it.",1
